CÓDIGO,nombre_limpio,cantidad_base,unidad_base,CATEGORÍA
150000082,GALLETA LIMON COSTA 140 G (CAJA 24),140,g,ABARROTES
150000083,GALLETA MANTEQUILLA COSTA 140 G (CAJA 24),140,g,ABARROTES
150001250,GALLETA MINI CHOCOCHIPS COSTA 35 G (CAJA 30),35,g,ABARROTES
104534480,GALLETA MINI COCADITA COSTA 35 G (CAJA 30),35,g,ABARROTES
104534490,GALLETA MINI DULCITAS COSTA 35 G (CAJA 30),35,g,ABARROTES
104534210,GALLETA MINI MANTEQUILLA COSTA 35G (CAJA 30),35,g,ABARROTES
104533870,GALLETA MINI VINO COSTA 35 G (CAJA 30),35,g,ABARROTES
150001743,GALLETA NIK BOCADO COSTA 71 G (CAJA 36),71,g,ABARROTES
104527700,GALLETA OBSESION COSTA 85 G (CAJA 24),85,g,ABARROTES
104538580,GALLETA SODA COSTA 160 G (CAJA 24),160,g,ABARROTES
150001837,GALLETA SODA CUBO 54 G (CAJA 27),54,g,ABARROTES
104549270,GALLETA TRITON 116 G (CAJA 30),116,g,ABARROTES
150001747,GALLETA TUAREG COSTA 120 G (CAJA 35),120,g,ABARROTES
150000089,GALLETA VINO COSTA 160 G (CAJA 32),160,g,ABARROTES
104549710,GALLETAS DE NAVIDAD 180 GR (CAJA 20),180,gr,ABARROTES
150001967,GANSO CAT V VACIO BRASIL (CAJA),,,CARNES
104535140,GARBANZO ENTERO S PIEL LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
150000311,GELATINA COLAPEZ HOJA 1 KG (CAJA 4),1,kg,REPOSTERIA
104547240,GINGER LIMON JENGIBRE LATA 310 ML BLESS (CAJA 12),310,ml,BEBIDAS
104547290,GINGER MARACUYA JENG LATA 310 ML BLESS (CAJA 12),310,ml,BEBIDAS
104547390,GLASEADO BOLLERIA MULTIPROPOSITO 15 KG (UNIDAD),15,kg,REPOSTERIA
104537950,GLASEADO CHOCOLATE CSM 16KG (UNIDAD),16,kg,REPOSTERIA
150001624,GLUTAMATO MONOSODICO AJINOMOTO 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104528630,GOLDEN CHICKEN REBOZADO SADIA 3 KG (CAJA 4),3,kg,CARNES
104524230,GORRO NEGRO REDECILLA (CAJA 10),,,HIGIENE Y LIMPIEZA
104539010,GRANDE PREMIUM PORTAZUCCHERO (CAJA 1) (CAJA 1),,,CAFE Y BEBIDAS CALIENTES
104545190,GRANDE PREMIUM PORTAZUCCHERO (UNIDAD),,,CAFE Y BEBIDAS CALIENTES
104538320,GRANOLA MIEL Y ALMENDRAS VIVO 330 G (CAJA 12),330,g,ABARROTES
104544700,"GRATIN PAPA QUESO 1,5 KG 100 G (CAJA 6)","1,5",kg,PAPAS Y APERITIVOS
104538540,GUANCIALE AL PEPE SIMONINI 500 GR – 2 KG (CAJA),500,gr,FIAMBRERIA
150000674,GUANTE LATEX TALLA M 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104533690,GUANTES BANO LAVANDERIA TALLA M CREATIVA (CAJA 12),,,HIGIENE Y LIMPIEZA
104523930,GUANTES BANO LAVANDERIA TALLA M VIRUTEX (CAJA 24),,,HIGIENE Y LIMPIEZA
104524260,GUANTES LATEX TALLA L 100 UDS (CAJA 10),,l,HIGIENE Y LIMPIEZA
104524250,GUANTES LATEX TALLA M 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104524240,GUANTES LATEX TALLA S 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104537680,GUANTES NITRILO NEGRO TALLA L 100 UDS (CAJA 10),,l,HIGIENE Y LIMPIEZA
104537670,GUANTES NITRILO NEGRO TALLA M 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104537660,GUANTES NITRILO NEGRO TALLA S 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104524520,GUANTES VINILO TALLA L 100 UDS (CAJA 10),,l,HIGIENE Y LIMPIEZA
104524510,GUANTES VINILO TALLA M 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104524500,GUANTES VINILO TALLA S 100 UDS (CAJA 10),,,HIGIENE Y LIMPIEZA
104524940,GUATA CALLO VACUNO (CAJA),,,CARNES
104534440,GYOZAS CAMARON 28 GR 180 UDS SAMOSA (CAJA 180),28,gr,PAPAS Y APERITIVOS
104534450,GYOZAS CERDO 28 GR 180 UDS SAMOSA (CAJA 180),28,gr,PAPAS Y APERITIVOS
104534460,GYOZAS POLLO 28 GR 180 UDS SAMOSA (CAJA 180),28,gr,PAPAS Y APERITIVOS
104534470,GYOZAS VERDURAS 28 GR 180 UDS SAMOSA (CAJA 180),28,gr,PAPAS Y APERITIVOS
104519700,HABAS FINAS IQF ARDO 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104547530,HAMBURGUESA CAB FLOWPACK (CAJA),,,CARNES
104539330,HAMBURGUESA CERTIFIED ANGUS BEEF 113 G (CAJA 40),113,g,CARNES
104519330,HAMBURGUESA CERTIFIED ANGUS BEEF 113 G (CAJA 48),113,g,CARNES
104523510,HAMBURGUESA CERTIFIED ANGUS BEEF 170 G (CAJA 30),170,g,CARNES
104541860,HAMBURGUESA CERTIFIED ANGUS BEEF 170 GR (CAJA 24),170,gr,CARNES
104529190,HAMBURGUESA CERTIFIED ANGUS BEEF 198 G (CAJA 24),198,g,CARNES
104523750,HAMBURGUESA CLASICA 110 G (CAJA 27),110,g,CARNES
104548940,HAMBURGUESA COCIDA 100 GRS (CAJA 100),100,grs,CARNES
104524840,HAMBURGUESA PREMIUM 216 G (CAJA 24),216,g,CARNES
104546880,HAMBURGUESA VACUNO SMASH 113 GR (CAJA 105),113,gr,CARNES
104549280,HAMBURGUESA VACUNO SMASH 113 GRS 12 UN (CAJA 2),113,grs,CARNES
104549290,HAMBURGUESA VACUNO SMASH 135 GRS 12 UN (CAJA 2),135,grs,CARNES
104547550,HAMBURGUESA VACUNO SMASH SAZONADA 135GR (CAJA 140),135,gr,CARNES
104520730,"HAMBURGUESA VEGETARIANA ARDO 1,2 KG 75 G (CAJA 6)","1,2",kg,CARNES
104512030,HARINA C POLVO MONT BLANC CAROZZI 1 KG (DISPLAY 12),1,kg,ABARROTES
104543650,HARINA FLOR 25 KG (SACO),25,kg,ABARROTES
104543560,HARINA PIZZA 5 KG (SACO),5,kg,ABARROTES
104542610,HARINA PIZZA SAN CRISTOBAL 25 KG (SACO),25,kg,ABARROTES
104525770,HARINA S POLVO 1 KG (DISPLAY 10),1,kg,ABARROTES
104512090,HARINA S POLVO MONT BLANC CAROZZI 1 KG (DISPLAY 12),1,kg,ABARROTES
104530320,HARINA TEMPURA 1 KG (CAJA 5),1,kg,ABARROTES
104544980,"HELADO CHOCOLATE 1,8 L (CAJA 6)","1,8",l,POSTRES
104517100,"HELADO CHOCOLATE COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104547720,HELADO CHOCOLATE SUIZO 150 G (CAJA 18),150,g,POSTRES
104517950,"HELADO CHOCOLATE SUIZO COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104547730,HELADO DULCE DE LECHE 150 G (CAJA 18),150,g,POSTRES
104517300,"HELADO DULCE DE LECHE COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104549490,HELADO DULCE DE LECHE S LACTOSA COPPELIA (UNIDAD),,,POSTRES
104517970,"HELADO FRAMBUESA AGUA COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104547740,HELADO FRUTILLA 150 G (CAJA 18),150,g,POSTRES
104517140,"HELADO FRUTILLA COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104517130,"HELADO MARACUYA COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104547750,HELADO NARANJA MORENA S LACT 150 G (CAJA 18),150,g,POSTRES
104539410,HELADO PALETA FRUGELE PINA 22X60ML (CAJA 22),60,ml,POSTRES
104543940,"HELADO PINA 1,8 L (CAJA 6)","1,8",l,POSTRES
104517960,"HELADO PINA AGUA COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104544990,"HELADO VAINILLA 1,8 L (CAJA 6)","1,8",l,POSTRES
104547760,HELADO VAINILLA 150 G (CAJA 18),150,g,POSTRES
104517000,"HELADO VAINILLA COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
104517120,"HELADO VAINILLA DIET COPPELIA 4,5 L (UNIDAD)","4,5",l,POSTRES
150001947,HIGADO VACUNO (CAJA),,,CARNES
104539690,HUACHALOMO PORC CAT V VACIO PARAGUAY (CAJA),,,CARNES
150000764,HUESILLOS MEDIANOS 1 KG (CAJA 10),1,kg,ABARROTES
104516040,HUEVO EN POLVO 1 KG (CAJA 5),1,kg,ABARROTES
104522040,HUEVO EXTRA BLANCO (CAJA 180),,,ABARROTES
104501110,HUEVO GRANDE BLANCO (CAJA 180),,,ABARROTES
104510140,"HUEVO LIQUIDO CONGELADO USA 2,27 KG (CAJA 6)","2,27",kg,ABARROTES
104522050,HUEVO MEDIANO (CAJA 180),,,ABARROTES
104540440,HUMITAS CONGELADAS IQF MINUTO VERDE 150 (CAJA 30),,,PLATOS PREPARADOS
104547880,JABON GLICERINA ELITE 5 L (CAJA 2),5,l,HIGIENE Y LIMPIEZA
104534970,JABON MULTIFLEX ESPUMA ELITE 1 L (CAJA 6),1,l,HIGIENE Y LIMPIEZA
104538620,JALAPENO SNACKS AVIKO 1 KG 25 G (CAJA 5),1,kg,PAPAS Y APERITIVOS
100093620,JALEA EN POLVO FRAMBUESA CARICIA 1 KG,1,kg,POSTRES
100093780,JALEA EN POLVO NARANJA CARICIA 1 KG,1,kg,POSTRES
100093790,JALEA EN POLVO PINA CARICIA 1 KG,1,kg,POSTRES
150000002,JALEA FRAMBUESA MACROFOOD 1 KG,1,kg,POSTRES
150000378,JALEA NARANJA MACROFOOD 1 KG,1,kg,POSTRES
150000379,JALEA PINA MACROFOOD 1 KG,1,kg,POSTRES
104547670,"JAMON ACARAMELADO 5,5 KG (CAJA)","5,5",kg,FIAMBRERIA
104527640,JAMON PAVO AHUMADO LAMINADO SJ 500 G (CAJA 4),500,g,FIAMBRERIA
104527650,JAMON PIERNA LAMINADO SAN JORGE 500 G (CAJA 4),500,g,FIAMBRERIA
104527900,JAMON PLANCHADO LAMINADO SAN JORGE 500 G (CAJA 4),500,g,FIAMBRERIA
150002013,JAMON SANDWICH LAMINADO PF 500 G (CAJA 4),500,g,FIAMBRERIA
104527570,JAMON SANDWICH LAMINADO SAN JORGE 500 G (CAJA 4),500,g,FIAMBRERIA
104534220,JAMON SERRANO LAMINADO 500 G (CAJA 8),500,g,FIAMBRERIA
150001049,JUGO DURAZNO C STEVIA VIVO 190 ML (CAJA 24),190,ml,BEBIDAS
104547250,"JUGO MANZ, LIMON, JENGIBRE 300 ML BLESS (CAJA 12)",300,ml,BEBIDAS
104547270,"JUGO MANZ, NARJ, PINA, MRCY 300 ML BLESS (CAJA 12)",300,ml,BEBIDAS
104547260,"JUGO MANZ, PEP, PINA, JENG 300 ML BLESS (CAJA 12)",300,ml,BEBIDAS
150000092,JUGO MANZANA C STEVIA VIVO 190 ML (CAJA 24),190,ml,BEBIDAS
104547280,JUGO NARANJA 300 ML BLESS (CAJA 12),300,ml,BEBIDAS
150000093,JUGO NARANJA C STEVIA VIVO 190 ML (CAJA 24),190,ml,BEBIDAS
104524190,JUGO ORGANICO MANZANA AMA 300 ML (CAJA 12),300,ml,BEBIDAS
104531650,JUGO ORGANICO MANZANA ARANDANO AMA 300ML (CAJA 12),300,ml,BEBIDAS
104524180,JUGO ORGANICO MANZANA CIRUELA AMA 300 ML (CAJA 12),300,ml,BEBIDAS
104524200,JUGO ORGANICO MANZANA KIWI AMA 300 ML (CAJA 12),300,ml,BEBIDAS
104528690,JUGO ORGANICO MANZANA MANGO AMA 300 ML (CAJA 12),300,ml,BEBIDAS
104524160,JUGO ORGANICO MANZANA PERA AMA 300 ML (CAJA 12),300,ml,BEBIDAS
150000094,JUGO PINA C STEVIA VIVO 190 ML (CAJA 24),190,ml,BEBIDAS
104549040,JUREL AL NATURAL CONSERVA 425G (CAJA 24),425,g,CONSERVAS
104549230,KANIKAMA 18 CM 500G (CAJA 10),18,cm,PESCADOS Y MARISCOS
104544730,KANIKAMA 18 CM 500G IMPORTADO (CAJA 20),18,cm,PESCADOS Y MARISCOS
104534820,KETCHUP BOLSA HEINZ 3 KG (CAJA 6),3,kg,SALSAS Y CONDIMENTOS
201200240,KETCHUP DJ C V 2 KG FS (CAJA 6),2,kg,SALSAS Y CONDIMENTOS
201200250,KETCHUP DJ S V 2 KG FS (CAJA 6),2,kg,SALSAS Y CONDIMENTOS
201200012,KETCHUP DON JUAN 900 G RRP (CAJA 15),900,g,SALSAS Y CONDIMENTOS
201221830,KETCHUP DON JUAN PET 240 G (CAJA 24),240,g,SALSAS Y CONDIMENTOS
150000127,KETCHUP HELLMANNS 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
150000128,KETCHUP HELLMANNS 2 KG (CAJA 6),2,kg,SALSAS Y CONDIMENTOS
150000131,KETCHUP JB 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
201222160,KETCHUP MINI DON JUAN 8 G (CAJA 700),8,g,SALSAS Y CONDIMENTOS
104531430,KETCHUP PET HEINZ FS 397 G (CAJA 16),397,g,SALSAS Y CONDIMENTOS
104547980,KETCHUP PICKLE PET HEINZ 382 G (DISPLAY 6),382,g,SALSAS Y CONDIMENTOS
104523060,KETCHUP SACHET CAROZZI 8 G (CAJA 500),8,g,SALSAS Y CONDIMENTOS
104549240,KETCHUP SACHET HEINZ 8 G (CAJA 1008),8,g,SALSAS Y CONDIMENTOS
104528220,KETCHUP SACHET HEINZ 9 G (CAJA 1000),9,g,SALSAS Y CONDIMENTOS
104530190,KETCHUP TRAVERSO 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104534520,KIT DE LIMPIEZA LA SPAZIALE (UNIDAD),,,MAQUINAS Y REPUESTOS
104540170,KIT DE LIMPIEZA LECHE LIQUIDA FRANKE (UNIDAD),,,CAFE Y BEBIDAS CALIENTES
104540160,KIT DE LIMPIEZA MAQUINA CAFE FRANKE (UNIDAD),,,CAFE Y BEBIDAS CALIENTES
104518530,KIT INSTALACION FILTRO SCALE PRO BUNN (UNIDAD),,,MAQUINAS Y REPUESTOS
104538810,KUCHEN DE MANZANA CONGELADO (CAJA 2),,,POSTRES
104547620,LANGOSTINO AMARILLO COCIDO 70 120 1KG (CAJA 10),1,kg,PESCADOS Y MARISCOS
104545140,LANGOSTINO COLORADO COCIDO 70 120 1KG (CAJA 10),1,kg,PESCADOS Y MARISCOS
104544170,LASANA AL HUEVO BARILLA 500 GR (CAJA 6),500,gr,ABARROTES
104544180,LASANA BARILLA 5 KG (UNIDAD),5,kg,ABARROTES
104539200,LASANA BOLOGNESA SADIA 350 GR CONG (CAJA 12),350,gr,PLATOS PREPARADOS
102500010,LASANA COLLEZIONE BARILLA 500G (CAJA 15),500,g,ABARROTES
104539210,LASANA MIX DE QUESOS SADIA 350 GR CONG (CAJA 12),350,gr,PLATOS PREPARADOS
104540280,LASANA PRECOCIDA CAROZZI 330 G (CAJA 24),330,g,ABARROTES
101310048,LAUREL EN HOJA EDRA 5 G RRP (CAJA 25),5,g,SALSAS Y CONDIMENTOS
104538830,LAVALOZAS LPU AD CLEAN 5 LTS (CAJA 4),5,lts,HIGIENE Y LIMPIEZA
104545250,LECHE CONDENSADA 6 KG (CAJA 3),6,kg,REPOSTERIA
104534800,LECHE CONDENSADA LECHE SUR 397 G (CAJA 48),397,g,REPOSTERIA
150000017,LECHE CONDENSADA NESTLE 397 G (CAJA 48),397,g,REPOSTERIA
104519800,LECHE DESCREMADA COLUN 1 L (CAJA 12),1,l,LACTEOS
150001070,LECHE DESCREMADA COLUN 200 ML (CAJA 24),200,ml,LACTEOS
150000702,LECHE DESCREMADA S LACTOSA COLUN 1 L (CAJA 12),1,l,LACTEOS
104534370,LECHE DESCREMADA S LACTOSA SURLAT 1 LT (CAJA 6),1,lt,LACTEOS
104523390,LECHE DESCREMADA SOPROLE 1 L (CAJA 12),1,l,LACTEOS
104515840,LECHE EN POLVO VENDING FAS 500 G (CAJA 10),500,g,CAFE Y BEBIDAS CALIENTES
150000005,LECHE ENTERA COLUN 1 L (CAJA 12),1,l,LACTEOS
104523380,LECHE ENTERA SOPROLE 1 L (CAJA 12),1,l,LACTEOS
104533540,LECHE ENTERA SURLAT 1L (CAJA 12),1,l,LACTEOS
104539350,LECHE EVAPORADA IDEAL 390 G (CAJA 48),390,g,REPOSTERIA
150000006,LECHE POLVO 26% MG COLUN 900 G (CAJA 20),900,g,LACTEOS
150001437,LECHE SEMIDESCREM CHOCOLATE COLUN 200 ML (CAJA 24),200,ml,LACTEOS
104532120,LECHE SEMIDESCREMADA CHOCOLATE 200 ML (CAJA 30),200,ml,LACTEOS
150001593,LECHE SEMIDESCREMADA CHOCOLATE COLUN 1 L (CAJA 12),1,l,LACTEOS
150000704,LECHE SEMIDESCREMADA COLUN 1 L (CAJA 12),1,l,LACTEOS
104532110,LECHE SEMIDESCREMADA FRUTILLA 200 ML (CAJA 30),200,ml,LACTEOS
150001436,LECHE SEMIDESCREMADA FRUTILLA 200MLCOLUN (CAJA 24),,,LACTEOS
104523400,LECHE SEMIDESCREMADA SOPROLE 1 L (CAJA 12),1,l,LACTEOS
104533550,LECHE SEMIDESCREMADA SURLAT 1L (CAJA 12),1,l,LACTEOS
104547990,LECHE TOPPING DESCREMADA RISTORA 500 G ( (CAJA 20),500,g,CAFE Y BEBIDAS CALIENTES
104544270,LENTEJA 5 MM 1 KG (DISPLAY 10),1,kg,ABARROTES
104535150,LENTEJAS 6 MM LOS GRANOS 1 KG (DISPLAY 10),1,kg,ABARROTES
104547190,LEVADURA INSTANT GLORIPAN 500 G (CAJA 20),500,g,REPOSTERIA
104546990,LEVADURA SECA DOYPACK 125 G (CAJA 80),125,g,REPOSTERIA
104547010,LEVADURA SECA DOYPACK 250 G (CAJA 40),250,g,REPOSTERIA
104522080,LIMONETA MINI RELKON 10 ML (CAJA 300),10,ml,ABARROTES
102500022,LINGUINE N°13 BARILLA 500G BAVETTE (CAJA 24),500,g,ABARROTES
102200083,LINGUINI DON VITTORIO 400 G NV (CAJA 24),400,g,ABARROTES
104543660,LOCOS EN CONSERVA 1 KG CALIBRE 6 (CAJA 12),1,kg,PESCADOS Y MARISCOS
104547300,LOCOS EN CONSERVA 1 KG CALIBRE 8 (CAJA 12),1,kg,PESCADOS Y MARISCOS
104531380,LOMITO DE CERDO FLOW PACK 120 G (CAJA 25),120,g,CARNES
150001993,LOMO CENTRO DE CERDO IMP (CAJA),,,CARNES
104500710,LOMO LISO C FIL C H CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104548870,LOMO LISO CAT V VACIO CHILE (CAJA),,,CARNES
104344660,LOMO LISO CAT V VACIO PARAGUAY (CAJA),,,CARNES
104500560,LOMO LISO CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104539680,LOMO LISO PORC CAT V VACIO PARAGUAY (CAJA),,,CARNES
104547640,LOMO LISO PORCIONADO 250 GRS (CAJA),250,grs,CARNES
104500690,LOMO LISO PRIME CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104533520,LOMO LISO STEAK CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104500740,LOMO VETADO C H CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104529950,LOMO VETADO C H STEAK CAB (CAJA),,,CARNES
150001972,LOMO VETADO CAT V VACIO BRASIL (CAJA),,,CARNES
104343380,LOMO VETADO CAT V VACIO PARAGUAY (CAJA),,,CARNES
104500730,LOMO VETADO CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104547630,LOMO VETADO PORCIONADO 250 GRS (CAJA),250,grs,CARNES
104500570,LOMO VETADO PRIME CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104529960,LOMO VETADO STEAK CERTIFIED ANGUS BEEF (CAJA),,,CARNES
104544310,LONGANIZA 800 GRS (CAJA 9),800,grs,FIAMBRERIA
104523890,LONGANIZA LA ESPANOLA 1 KG (CAJA 5),1,kg,FIAMBRERIA
104542720,MAC N CHEESE BITES 1 KG (CAJA 6),1,kg,PAPAS Y APERITIVOS
104539390,MACARONS CORAZON POPPIES 9X8X11G (CAJA 9),11,g,BOLLERÍA Y PASTELERIA
104549220,MACARONS FRUTALES POPPIES 11 G (CAJA 72),11,g,BOLLERÍA Y PASTELERIA
104523150,MACARONS POPPIES 11 G (CAJA 72),11,g,BOLLERÍA Y PASTELERIA
104540500,MAGIC GLAZE CSM 1L (CAJA 12),1,l,REPOSTERIA
104549030,MALAYA DE CERDO (CAJA),,,CARNES
104539000,MALL PREMIUM PORTAZUCCHERO (CAJA 4) (CAJA 4),,,CAFE Y BEBIDAS CALIENTES
104537990,MANGO CONGELADO 10 X 1 KG GUALLARAUCO (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104547360,MANI CONFITADO ALMIFRUT 80 G (CAJA 25),80,g,ABARROTES
201703050,MANI SALADO BOLSA 1K (CAJA 10),1,k,ABARROTES
201700459,MANI SALADO MARCO POLO 150G (CAJA 16),150,g,ABARROTES
201700468,MANI SALADO MARCO POLO 380G (CAJA 12),380,g,ABARROTES
201703150,MANI SIN SAL BOLSA 1KG (CAJA 10),1,kg,ABARROTES
201700467,MANI SIN SAL MARCO POLO 380G (CAJA 12),380,g,ABARROTES
150000007,MANJAR COLUN 1 KG (CAJA 9),1,kg,REPOSTERIA
104522090,MANJAR MINI COLUN 20 G (CAJA 120),20,g,REPOSTERIA
150000282,MANTECA CRUCINA 1 KG (CAJA 20),1,kg,LACTEOS
150000711,MANTEQUILLA C SAL COLUN 250 G (CAJA 40),250,g,LACTEOS
150000457,MANTEQUILLA C SAL SOPROLE 250 G (CAJA 40),250,g,LACTEOS
104547690,MANTEQUILLA CON SAL TONADITA 250 GR (CAJA 10),250,gr,LACTEOS
104543020,MANTEQUILLA CON SAL TONADITA 5 KG (CAJA),5,kg,LACTEOS
104543040,MANTEQUILLA MINI PORCION C SAL 10GR 100U (CAJA 3),10,gr,LACTEOS
104533910,MANTEQUILLA MINI PORCION SOPROLE 10 G (CAJA 144),10,g,LACTEOS
150000458,MANTEQUILLA S SAL SOPROLE 250 G (CAJA 40),250,g,LACTEOS
104543010,MANTEQUILLA SIN SAL TONADITA 5 KG (CAJA),5,kg,LACTEOS
40002159,MAQUINA CAFE CAPS LB CLASSY MINI LAVAZZA (UNIDAD),,,MAQUINAS Y REPUESTOS
104537980,MARACUYA C PEPAS CONG 10X1KG GUALLARAUCO (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
104533320,MARGARINA LAMINACION PLUS CSM 2KG (CAJA 5),2,kg,LACTEOS
104529660,MARGARINA QUALY C SAL SADIA 500 GR (CAJA 12),500,gr,LACTEOS
150000932,MARGARINA QUILLAYES 1 KG (CAJA 12),1,kg,LACTEOS
150001874,MARGARINA SOPROLE PAN 250 G (CAJA 40),250,g,LACTEOS
104539220,MARGARINA VEGETAL QUALY C SAL SADIA 1 KG (CAJA 6),1,kg,LACTEOS
104529270,MARGARITA DE CREMA PAGNIFIQUE 36 G (CAJA 130),36,g,BOLLERÍA Y PASTELERIA
104529280,MARGARITA DE MEMBRILLO PAGNIFIQUE 36 G (CAJA 130),36,g,BOLLERÍA Y PASTELERIA
150001031,"MARRASQUINO ROJO 1,1 KG (CAJA 6)","1,1",kg,CONSERVAS
104529810,MASCARILLA KN95 BLANCA 10 UDS (CAJA 200),,,HIGIENE Y LIMPIEZA
104531450,MASCARILLA KN95 NEGRA 10 UDS (CAJA 200),,,HIGIENE Y LIMPIEZA
104526600,MASCARILLA TRIPLE PLIEGUE 50 UDS (CAJA 50),,,HIGIENE Y LIMPIEZA
104540260,MASCARRONI CAROZZI 400 G (DISPLAY 30),400,g,ABARROTES
104538110,"MAYONESA ALACENA 1,9 KG (CAJA 2)","1,9",kg,SALSAS Y CONDIMENTOS
104548270,MAYONESA BOLSA HEINZ 3 KG (CAJA 4),3,kg,SALSAS Y CONDIMENTOS
104534540,MAYONESA CAROZZI 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
150000140,"MAYONESA DELI HELLMANNS 1,94 KG (CAJA 6)","1,94",kg,SALSAS Y CONDIMENTOS
150000141,MAYONESA DELI HELLMANNS 970 G (CAJA 10),970,g,SALSAS Y CONDIMENTOS
104528900,MAYONESA DELI KRAFT 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104528290,MAYONESA DELI SACHET HELLMANNS 7 G (CAJA 528),7,g,SALSAS Y CONDIMENTOS
104537740,MAYONESA DELI SACHET KRAFT 7 G (CAJA 500),7,g,SALSAS Y CONDIMENTOS
201200180,MAYONESA DJ C V 2 KG FS (CAJA 6),2,kg,SALSAS Y CONDIMENTOS
201200013,MAYONESA DON JUAN CASERA 900 G (CAJA 12),900,g,SALSAS Y CONDIMENTOS
150000138,"MAYONESA HELLMANNS 1,88 KG (CAJA 6)","1,88",kg,SALSAS Y CONDIMENTOS
150000142,MAYONESA HELLMANNS 940 G (CAJA 10),940,g,SALSAS Y CONDIMENTOS
104534270,"MAYONESA KRAFT REAL MAYO 1,26 KG (CAJA 6)","1,26",kg,SALSAS Y CONDIMENTOS
104548000,"MAYONESA KRAFT REAL MAYO 3,78 L (CAJA 4)","3,78",l,SALSAS Y CONDIMENTOS
104530280,MAYONESA KRAFT REAL MAYO 315G (CAJA 12),315,g,SALSAS Y CONDIMENTOS
104533720,MAYONESA KRAFT REAL MAYO 789G (CAJA 12),789,g,SALSAS Y CONDIMENTOS
201222280,MAYONESA MINI DON JUAN 8 G (CAJA 700),8,g,SALSAS Y CONDIMENTOS
104523040,MAYONESA SACHET CAROZZI 8 G (CAJA 500),8,g,SALSAS Y CONDIMENTOS
104544290,"MAYONESA SACHET HELLMANNS 7,4 G (CAJA 528)","7,4",g,SALSAS Y CONDIMENTOS
104532430,MEDIALUNA HORNEADA CONGELADA 40 GR (CAJA 90),40,gr,BOLLERÍA Y PASTELERIA
104528980,MEDIALUNA PAGNIFIQUE 40 G (CAJA 120),40,g,BOLLERÍA Y PASTELERIA
104528990,MEDIALUNA PAGNIFIQUE 45 G (CAJA 120),45,g,BOLLERÍA Y PASTELERIA
104543570,MELON TUNA IQF 1 KG (CAJA 10),1,kg,FRUTAS Y VERDURAS CONGELADAS
101920021,MENTOS PACK FRUTAS 11P (CAJA 24),11,p,ABARROTES
101920020,MENTOS PACK MENTA 11P (CAJA 24),11,p,ABARROTES
150001828,MERKEN 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104544100,MERKEN MOLIDO 1 KG (CAJA 10),1,kg,SALSAS Y CONDIMENTOS
104547020,MERLUZA AUSTRAL FILETE 500G UP CJ10K (CAJA),500,g,PESCADOS Y MARISCOS
104535410,MERLUZA AUSTRAL FILETE 500G UP CJ14K APP (CAJA),500,g,PESCADOS Y MARISCOS
104528030,MERLUZA C P S E 1 KG 120 170G IMPORTADA (CAJA 10),,p,PESCADOS Y MARISCOS
104523240,MERLUZA C P S E 1 KG 170 220G IMPORTADA (CAJA 10),,p,PESCADOS Y MARISCOS
104540040,"MERLUZA FILETE APANADA BOLSA 2,5 KG (CAJA 4)","2,5",kg,PESCADOS Y MARISCOS
104547800,MERLUZA FILETE C PIEL S ESPINA 120 170GR (CAJA 10),170,gr,PESCADOS Y MARISCOS
104547820,MERLUZA FILETE C PIEL S ESPINA 170 220GR (CAJA 10),220,gr,PESCADOS Y MARISCOS
